City,State,Agency,tech_type,Vendor,date,year
Pinole,CA,Pinole Police Department,Body-worn Cameras,Axon,11/2/2016,2016.0
Pittsburg,CA,Pittsburg Police Department,Body-worn Cameras,Axon,2015,2015.0
San Pablo,CA,San Pablo Police Department,Body-worn Cameras,Axon,2020,2020.0
San Ramon,CA,San Ramon Police Department,Body-worn Cameras,Reveal D3,2019,2019.0
Walnut Creek,CA,Walnut Creek Police Department,Body-worn Cameras,VieVu,2020,2020.0
San Francisco,CA,Presidio National Park Police,Body-worn Cameras,Axon,09/12/2018,2018.0
Benicia,CA,Benicia Police Department,Body-worn Cameras,CopVu/VieVu,2015,2015.0
Dixon,CA,Dixon Police Department,Body-worn Cameras,,2013,2013.0
Fairfield,CA,Fairfield Police Department,Body-worn Cameras,CopVu/VieVu,2014,2014.0
Vacaville,CA,Vacaville Police Department,Body-worn Cameras,CopVu/VieVu,2015,2015.0
Vallejo,CA,Vallejo Police Department,Body-worn Cameras,Axon,3/31/19,2019.0
Cloverdale,CA,Cloverdale Police Department,Body-worn Cameras,Axon,,
Cotati,CA,Cotati Police Department,Body-worn Cameras,Axon,,
Healdsburg,CA,Healdsburg Police Department,Body-worn Cameras,Axon,2019,2019.0
Rohnert Park,CA,Rohnert Park Department of Public Safety,Body-worn Cameras,Axon,2020,2020.0
Sebastopol,CA,Sebastopol Police Department,Body-worn Cameras,Axon,2019,2019.0
Sonoma,CA,Sonoma Police Department,Body-worn Cameras,Axon,2020,2020.0
Sonoma,CA,Windsor Police Department,Body-worn Cameras,Axon,2019,2019.0
Alameda,CA,Alameda Police Department,Camera Registry,,02/26/2018,2018.0
Albany,CA,Albany Police Department,Camera Registry,,1/13/2020,2020.0
Livermore,CA,Livermore Police Department,Camera Registry,,,
Newark,CA,Newark Police Department,Camera Registry,,,
San Leandro,CA,San Leandro Police Department,Camera Registry,,,
Clayton,CA,Clayton Police Department,Camera Registry,,,
Concord,CA,Concord Police Department,Camera Registry,,,
Moraga,CA,Moraga Police Department,Camera Registry,,,
Oakley,CA,Oakley Police Department,Camera Registry,,,
Pleasant Hill,CA,Pleasant Hill Police Department,Camera Registry,,2018,2018.0
San Ramon,CA,San Ramon Police Department,Camera Registry,,,
Fairfield,CA,Fairfield Police Department,Camera Registry,,,
Cotati,CA,Cotati Police Department,Camera Registry,,2020,2020.0
Rohnert Park,CA,Rohnert Park Department of Public Safety,Camera Registry,,,
Santa Rosa,CA,Santa Rosa Police Department,Camera Registry,,,
Oakland,CA,Alameda County Sheriff's Office,Body-worn Cameras,Axon,10/2/17,2017.0
Martinez,CA,Contra Costa County Sheriff's Office,Body-worn Cameras,,9/19/19,2019.0
San Francisco,CA,San Francisco Sheriff's Office,Body-worn Cameras,Axon,4/8/18,2018.0
Fairfield,CA,Solano County Sheriff's Office,Body-worn Cameras,Axon,6/2/19,2019.0
Sonoma,CA,Sonoma County Sheriff's Office,Body-worn Cameras,Axon,,
Martinez,CA,Contra Costa County Sheriff's Office,Camera Registry,,10/2/19,2019.0
Oakland,CA,BART Police,Body-worn Cameras,Axon,3/29/2019,2019.0
Berkeley,CA,University of California Berkeley Police Department,Body-worn Cameras,Axon,2020,2020.0
Pleasantville,NJ,Pleasantville Police Department,Body-worn Cameras,,2020,2020.0
Evesham,NJ,Evesham Police Department,Body-worn Cameras,Axon,2020,2020.0
Haledon,NJ,Haledon Police Department,Body-worn Cameras,,2020,2020.0
Beaverton,OR,Beaverton Police Department,Body-worn Cameras,,2015,2015.0
Eugene,OR,Eugene Police Department,Body-worn Cameras,,8/25/2019,2019.0
Hillsboro,OR,Washington County Sheriff's Office,Body-worn Cameras,,04/27/2016,2016.0
Gresham,OR,Gresham Police Department,Body-worn Cameras,Motorola Solutions,2019,2019.0
Hillsboro,OR,Hillsboro Police Department,Body-worn Cameras,,2016,2016.0
Lincoln City,OR,Lincoln City Police Department,Body-worn Cameras,Axon,03/09/19,2019.0
Salem,OR,Marion County Sheriff's Office,Body-worn Cameras,,2016,2016.0
Brick Township,NJ,Brick Township Police Department,Body-worn Cameras,,2020,2020.0
Pendleton,OR,Pendleton Police Department,Body-worn Cameras,,2018,2018.0
Portland,OR,Portland State University Police Department,Body-worn Cameras,,2016,2016.0
Juneau,AK,Juneau Police Department,Body-worn Cameras,,12/31/2017,2017.0
Andalusia,AL,Covington County Sheriff's Office,Body-worn Cameras,WatchGuard,06/10/2016,2016.0
Montgomery,AL,Alabama Department of Corrections,Body-worn Cameras,,2019,2019.0
Birmingham,AL,Birmingham Police Department,Body-worn Cameras,,2016,2016.0
Dothan,AL,Dothan Police Department,Body-worn Cameras,,2016,2016.0
Florence,AL,Florence Police Department,Body-worn Cameras,,2016,2016.0
Birmingham,AL,Jefferson County Sheriff's Office,Body-worn Cameras,,2018,2018.0
Tuscaloosa,AL,Tuscaloosa County Sheriff's Office,Body-worn Cameras,,2018,2018.0
Florence,AL,University of North Alabama Police Department,Body-worn Cameras,,2016,2016.0
Russellville,AR,Arkansas Tech University,Body-worn Cameras,,2016,2016.0
Fort Smith,AR,Fort Smith Police Department,Body-worn Cameras,Axon,02/06/2019,2019.0
Jonesboro,GA,Jonesboro Police Department,Body-worn Cameras,,10/07/2019,2019.0
Little Rock,AR,Little Rock Police Department,Body-worn Cameras,,2019,2019.0
Sherwood,AR,Sherwood Police Department,Body-worn Cameras,,2019,2019.0
Fayetteville,AR,Fayetteville Police Department,Body-worn Cameras,,2016,2016.0
Little Rock,AR,Pulaski County Sheriff's Office,Body-worn Cameras,Axon,10/28/2019,2019.0
Fort Smith,AR,University of Arkansas - Fort Smith Police Department,Body-worn Cameras,,10/07/2016,2016.0
Peoria,AZ,Peoria Police Department,Body-worn Cameras,Axon,08/17/2016,2016.0
Scottsdale,AZ,Salt River Police Department,Body-worn Cameras,,2015,2015.0
Glendale,AZ,Glendale Police Department,Body-worn Cameras,,2015,2015.0
Nogales,AZ,Nogales Police Department,Body-worn Cameras,,2018,2018.0
Pasadena,CA,Pasadena Police Department,Body-worn Cameras,,,
San Bernardino,CA,San Bernardino Police Department,Body-worn Cameras,,2015,2015.0
Sacramento,CA,Sacramento Police Department,Body-worn Cameras,,01/16/2019,2019.0
Bell,CA,Bell Police Department,Body-worn Cameras,,2018,2018.0
Fresno,CA,Fresno Police Department,Body-worn Cameras,,02/07/2017,2017.0
Gustine,CA,Gustine Police Department,Body-worn Cameras,,2018,2018.0
Santa Ana,CA,Santa Ana Police Department,Body-worn Cameras,Axon,05/03/2017,2017.0
Santa Rosa,CA,Santa Rosa Police Department,Body-worn Cameras,Axon,5/2/2014,2014.0
Coalinga,CA,Coalinga Police Department,Body-worn Cameras,,04/24/2017,2017.0
Riverside,CA,Riverside County Sheriff's Department,Body-worn Cameras,VieVu,10/01/2016,2016.0
Visalia,CA,Tulare County Sheriff's Office,Body-worn Cameras,,2016,2016.0
Covina,CA,Covina Police Department,Body-worn Cameras,,2020-2021,
Emeryville,CA,Emeryville Police Department,Body-worn Cameras,,2018,2018.0
Fairfield,CT,Fairfield Police Department,Body-worn Cameras,,09/28/2018,2018.0
Los Altos,CA,Foothill De Anza Police Department,Body-worn Cameras,,2016,2016.0
Fort Bragg,CA,Fort Bragg Police Deparment,Body-worn Cameras,,01/04/2019,2019.0
Hermosa Beach,CA,Hermosa Beach Police Department,Body-worn Cameras,,05/02/2016,2016.0
Bakersfield,CA,Bakersfield Police Department,Body-worn Cameras,Axon,09/20/2019,2019.0
Los Angeles,CA,Los Angeles County Sheriff's Department,Body-worn Cameras,,01/17/2020,2020.0
Nevada City,CA,Nevada County Sheriff's Office,Body-worn Cameras,,2018,2018.0
Petaluma,CA,Petaluma Police Department,Body-worn Cameras,Axon,07/27/2019,2019.0
Redondo Beach,CA,Redondo Beach Police Department,Body-worn Cameras,,2019,2019.0
Redwood City,CA,Redwood City Police Department,Body-worn Cameras,,2018,2018.0
Riverside,CA,Riverside Police Department,Body-worn Cameras,Coban,2018,2018.0
San Luis Obispo,CA,San Luis Obispo Police Department,Body-worn Cameras,Axon,09/16/2015,2015.0
Simi Valley,CA,Simi Valley Police Department,Body-worn Cameras,,2016,2016.0
Visalia,CA,Visalia Police Department,Body-worn Cameras,Axon,11/10/17,2017.0
Colorado Springs,CO,Colorado Springs Police Department,Body-worn Cameras,Utility,09/15/2017,2017.0
Denver,CO,Denver Police Department,Body-worn Cameras,Axon,11/10/2015,2015.0
Aurora,CO,Aurora Police Department,Body-worn Cameras,VieVu,12/19/2019,2019.0
Durango,CO,Durango Police Department,Body-worn Cameras,Axon,09/05/2018,2018.0
Thornton,CO,Thornton Police Department,Body-worn Cameras,,7/26/2022,2022.0
Westcliffe,CO,Custer County Sheriff's Department,Body-worn Cameras,,11/09/2017,2017.0
Colorado Springs,CO,El Paso County Sheriff's Office,Body-worn Cameras,Axon,07/11/2017,2017.0
Hot Sulphur Springs,CO,Grand County Sheriff's Office,Body-worn Cameras,Axon,01/15/2017,2017.0
Pueblo,CO,Pueblo County Sheriff's Office,Body-worn Cameras,Axon,2017,2017.0
Wheat Ridge,CO,Wheat Ridge Police Department,Body-worn Cameras,Axon,2/10/2020,2020.0
New Haven,CT,New Haven Police Department,Body-worn Cameras,,,
Stamford,CT,Stamford Police Department,Body-worn Cameras,Axon,04/27/2018,2018.0
Middletown,CT,Connecticut State Police,Body-worn Cameras,Panasonic,11/30/2017,2017.0
Washington,DC,Metropolitan Police Department,Body-worn Cameras,,,
Newark,DE,Newark Police Department,Body-worn Cameras,Axon,11/01/2019,2019.0
Wilmington,DE,New Castle County Sheriff's Office,Body-worn Cameras,,2016,2016.0
Laurel,DE,Laurel Police Department,Body-worn Cameras,,2019,2019.0
Apopka,FL,Apopka Police Department,Body-worn Cameras,,2015,2015.0
Pensacola,FL,Pensacola Police Department,Body-worn Cameras,,07/19/2017,2017.0
Orlando,FL,Orlando Police Department,Body-worn Cameras,,7/26/2022,2022.0
Doral,FL,Miami-Dade Police Department,Body-worn Cameras,,08/23/2018,2018.0
Broward,FL,Broward Police Department,Body-worn Cameras,,2016,2016.0
Fort Myers,FL,Fort Myers Police Department,Body-worn Cameras,,2018,2018.0
Hallandale Beach,FL,Hallandale Beach Police Department,Body-worn Cameras,,2018,2018.0
Miramar,FL,Miramar Police Department,Body-worn Cameras,,09/10/2019,2019.0
Punta Gorda,FL,Punta Gorda Police Department,Body-worn Cameras,,09/23/2019,2019.0
Cocoa,FL,Cocoa Police Department,Body-worn Cameras,,2017,2017.0
Naples,FL,Collier County Sheriff's Office,Body-worn Cameras,,06/27/2018,2018.0
Coral Springs,FL,Coral Springs Police Department,Body-worn Cameras,Axon,01/28/2020,2020.0
Eatonville,FL,Eatonville Police Department,Body-worn Cameras,,06/12/2018,2018.0
Tallahassee,FL,Florida A & M University Police Department,Body-worn Cameras,,2017,2017.0
Fort Lauderdale,FL,Fort Lauderdale Police Department,Body-worn Cameras,Axon,10/2019,2019.0
Eastpoint,FL,Franklin County Sheriff's Office,Body-worn Cameras,,2017,2017.0
Jacksonville,FL,Jacksonville Police Department,Body-worn Cameras,,2017,2017.0
Miami,FL,Miami Police Department,Body-worn Cameras,,02/05/2019,2019.0
Orlando,FL,Orange County Sheriff's Office,Body-worn Cameras,,2016,2016.0
Kissimmee,FL,Osceola County Sheriff's Office,Body-worn Cameras,,09/26/2019,2019.0
Riviera Beach,FL,Riviera Beach Police Department,Body-worn Cameras,,2016,2016.0
Gainesville,FL,Santa Fe College Police Department,Body-worn Cameras,,2016,2016.0
Hollywood,FL,Seminole Police Department,Body-worn Cameras,,2018,2018.0
Sunrise,FL,Sunrise Police Department,Body-worn Cameras,,2016,2016.0
Live Oak,FL,Suwannee County Sheriff's Office,Body-worn Cameras,,01/25/2017,2017.0
Tallahassee,FL,Tallahassee Police Department,Body-worn Cameras,Axon,07/11/2018,2018.0
Jacksonville,FL,University of North Florida Police Department,Body-worn Cameras,Axon,01/16/2018,2018.0
Irwinton,GA,Wilkinson County Sheriff's Office,Body-worn Cameras,,2015,2015.0
St. Marys,GA,St. Marys Police Department,Body-worn Cameras,,2015,2015.0
Atlanta,GA,Atlanta Public Schools Police Department,Body-worn Cameras,Utility,04/17/2019,2019.0
Waynesboro,GA,Burke County Sheriff's Office,Body-worn Cameras,,08/12/2019,2019.0
Atlanta,GA,Atlanta Police Department,Body-worn Cameras,,2019,2019.0
Hazlehurst,GA,Hazlehurst Police Department,Body-worn Cameras,,9/19/19,2019.0
Hinesville,GA,Hinesville Police Department,Body-worn Cameras,,2019,2019.0
Cordele,GA,Crisp County Sheriff's Office,Body-worn Cameras,,2017,2017.0
East Point,GA,East Point Police Department,Body-worn Cameras,,02/15/2019,2019.0
Eatonton,GA,Eatonton Police Department,Body-worn Cameras,,2017,2017.0
Cumming,GA,Cumming Police Department,Body-worn Cameras,Axon,08/09/2019,2019.0
Atlanta,GA,Fulton County Police Department,Body-worn Cameras,Utility,09/12/2016,2016.0
Atlanta,GA,Georgia Criminal Justice Coordinating Council,Body-worn Cameras,,2019,2019.0
Atlanta,GA,Georgia Tech Police Department,Body-worn Cameras,,2019,2019.0
Hogansville,GA,Hogansville Police Department,Body-worn Cameras,,2017,2017.0
Covington,GA,Newton County Sheriff's Office,Body-worn Cameras,Axon,12/20/2016,2016.0
Savannah,GA,Savannah Police Department,Body-worn Cameras,Axon,11/05/2014,2014.0
Bushnell,GA,Sumter County Sheriff's Office,Body-worn Cameras,,2017,2017.0
Tifton,GA,Tift County Sheriff's Office,Body-worn Cameras,,2017,2017.0
Athens,GA,Clarke County Sheriff's Office,Body-worn Cameras,,2017,2017.0
Woodstock,GA,Woodstock Police Department,Body-worn Cameras,,2016,2016.0
Honolulu,HI,Honolulu Police Department,Body-worn Cameras,,11/07/2018,2018.0
Dubuque,IA,Dubuque Police Department,Body-worn Cameras,,,
Cedar Rapids,IA,Cedar Rapids Police Department,Body-worn Cameras,,2016,2016.0
Des Moines,IA,Des Moines Police Department,Body-worn Cameras,WatchGuard,02/07/2017,2017.0
Dubuque,IA,Dubuque County Sheriff's Office,Body-worn Cameras,,2018,2018.0
North Liberty,IA,North Liberty Police Department,Body-worn Cameras,,2016,2016.0
Fort Dodge,IA,Webster County Sheriff's Office,Body-worn Cameras,,2016,2016.0
Twin Falls,ID,Twin Falls Police Department,Body-worn Cameras,Axon,08/14/2019,2019.0
Idaho Falls,ID,Idaho Falls Police Department,Body-worn Cameras,,2018,2018.0
Lakeport,IL,Lake County Sheriff's Office,Body-worn Cameras,,2015,2015.0
Markham,IL,Markham Police Department,Body-worn Cameras,,2019,2019.0
Wheaton,IL,DuPage County Sheriff's Office,Body-worn Cameras,,2017,2017.0
Forest Park,IL,Forest Park Police Department,Body-worn Cameras,,2019,2019.0
Henderson,IL,Henderson Police Department,Body-worn Cameras,,2016,2016.0
Peoria,IL,Peoria Police Department,Body-worn Cameras,,2017,2017.0
Lansing,IL,Lansing Police Department,Body-worn Cameras,Panasonic,12/2019,2019.0
Montgomery,IL,Montgomery Police Department,Body-worn Cameras,Watchguard,06/26/2019,2019.0
West Lafayette,IN,West Lafayette Police Department,Body-worn Cameras,Utility,12/05/2014,2014.0
Fort Wayne,IN,Fort Wayne Police Department,Body-worn Cameras,,2015,2015.0
Carmel,IN,Carmel Police Department,Body-worn Cameras,Axon,02/28/2019,2019.0
Fishers,IN,Fishers Police Department,Body-worn Cameras,Axon,06/26/2019,2019.0
Marion,IN,Marion Police Department,Body-worn Cameras,,2019,2019.0
Cumberland,IN,Cumberland Police Department,Body-worn Cameras,,2016,2016.0
Dodge City,KS,Dodge City Police Department,Body-worn Cameras,,2015,2015.0
Wichita,KS,Wichita Police Department,Body-worn Cameras,Axon,01/28/2019,2019.0
Kansas City,KS,"Kansas City, Kansas Police Department",Body-worn Cameras,,2015,2015.0
Bonner Springs,KS,Bonner Springs Police Department,Body-worn Cameras,Axon,,
Manhattan,KS,Kansas State University Police Department,Body-worn Cameras,,2016,2016.0
Lawrence,KS,Lawrence Police Department,Body-worn Cameras,,2017,2017.0
Merriam,KS,Merriam Police Department,Body-worn Cameras,,2018,2018.0
Shawnee,KS,Shawnee Police Department,Body-worn Cameras,,2016,2016.0
Frankfort,KY,Frankfort Police Department,Body-worn Cameras,,2019,2019.0
Lexington,KY,Fayette County Sheriff's Office,Body-worn Cameras,,2017,2017.0
Fort Thomas,KY,Fort Thomas Police Department,Body-worn Cameras,,2016,2016.0
Highland Heights,KY,Northern Kentucky University Police Department,Body-worn Cameras,Safety Vision,10/23/2019,2019.0
Scottsville,KY,Scottsville Police Department,Body-worn Cameras,,2016,2016.0
New Orleans,LA,New Orleans Police Department,Body-worn Cameras,,2015,2015.0
Baton Rouge,LA,Baton Rouge Police Department,Body-worn Cameras,,2017,2017.0
Denham Springs,LA,Denham Springs Police Department,Body-worn Cameras,,2018,2018.0
New Roads,LA,New Roads Police Department,Body-worn Cameras,,2018,2018.0
Vidalia,LA,Concordia Parish Sheriff's Office,Body-worn Cameras,Axon,02/18/2020,2020.0
Lawrence,MA,Lawrence Police Department,Body-worn Cameras,,2018,2018.0
Springfield,MA,Springfield Police Department,Body-worn Cameras,,07/17/2019,2019.0
Middleton,MA,Essex County Sheriff's Department,Body-worn Cameras,Axon,12/07/2014,2014.0
Baltimore,MD,"University of Maryland, Baltimore Police Department",Body-worn Cameras,,,
Dearborn,MI,Dearborn Police Department,Body-worn Cameras,,2015,2015.0
Detroit,MI,Detroit Police Department,Body-worn Cameras,,2015,2015.0
Midland,MI,Midland Police Department,Body-worn Cameras,,2018,2018.0
Flint,MI,Mott Community College Department of Public Safety,Body-worn Cameras,,2019,2019.0
Charlotte,MI,Eaton County Sheriff's Office,Body-worn Cameras,,2016,2016.0
Farmington Hills,MI,Farmington Hills Police Department,Body-worn Cameras,,2019,2019.0
Petoskey,MI,Little Traverse Bay Band Police Department,Body-worn Cameras,,2016,2016.0
Shelbyville,MI,Gun Lake Tribal Public Safety Department,Body-worn Cameras,,2019,2019.0
Phoenix,AZ,Phoenix Police Department,Body-worn Cameras,Axon,07/03/2019,2019.0
Dowagiac,MI,Pokagon Tribal Police Department,Body-worn Cameras,,2016,2016.0
Sturgis,MI,Sturgis Police Department,Body-worn Cameras,,2016,2016.0
Ann Arbor,MI,University of Michigan Police Department,Body-worn Cameras,,2017,2017.0
Champlin,MN,Champlin Police Department,Body-worn Cameras,,2018,2018.0
Fridley,MN,Fridley Police Department,Body-worn Cameras,,2018,2018.0
New Ulm,MN,New Ulm Police Department,Body-worn Cameras,,2017,2017.0
Cape Girardeau,MO,Cape Girardeau Police Department,Body-worn Cameras,,2017,2017.0
Hazelwood,MO,Hazelwood Police Department,Body-worn Cameras,,2016,2016.0
Lee's Summit,MO,Lee's Summit Police Department,Body-worn Cameras,,2019,2019.0
Jefferson City,MO,Lincoln University Police Department,Body-worn Cameras,Panasonic,10/11/2016,2016.0
Moss Point,MS,Moss Point Police Department,Body-worn Cameras,,2018,2018.0
Poplarville,MS,Pearl River Community College Police Department,Body-worn Cameras,,2016,2016.0
